"scale","ethical_principle","diff"
"scale = 3","reward
 resource",-0.58900294146
"scale = 3","reward labor
 and land",-0.0136836823377
"scale = 3","reward labor
 and resource",-0.0016462861
"scale = 3","reward land
 and resource",-0.245873787521
"scale = 3","reward
 all three",0.0013307176
"scale = 3","selfishness",-0.0225550173
"scale = 3","generosity",-0.2602278574
"scale = 3","tradition
 compliance",0.252486107
"scale = 3","reward
 labor",0.077921777
"scale = 3","reward
 land",-0.003215156
"scale = 3","reward
 resource",0.54215411016
"scale = 3","reward labor
 and land",-0.197971482
"scale = 3","reward labor
 and resource",-0.390343404
"scale = 3","reward land
 and resource",0.003070538
"scale = 3","reward
 all three",-0.001319619
"scale = 3","selfishness",0.9560544103
"scale = 3","generosity",-0.16926258469
"scale = 3","tradition
 compliance",-0.0017393378
"scale = 3","reward
 labor",-0.658063379259
"scale = 3","reward
 land",-0.13592600037
"scale = 3","reward
 resource",0.0088048154
"scale = 3","reward labor
 and land",-0.01279510276
"scale = 3","reward labor
 and resource",-0.0054185958
"scale = 3","reward land
 and resource",0.0110251667
"scale = 3","reward
 all three",0.00732062131
"scale = 3","selfishness",0.652180383714
"scale = 3","generosity",-0.3194633288
"scale = 3","tradition
 compliance",-0.000177713
"scale = 3","reward
 labor",-0.648740566805
"scale = 3","reward
 land",-0.02756449367
"scale = 3","reward
 resource",0.319020112701
"scale = 3","reward labor
 and land",0.01903814964
"scale = 3","reward labor
 and resource",-0.00079027207
"scale = 3","reward land
 and resource",-0.00077691547
"scale = 3","reward
 all three",0.007274644608
"scale = 3","selfishness",-0.020924794
"scale = 3","generosity",0.0076583647
"scale = 3","tradition
 compliance",-0.039040377
"scale = 3","reward
 labor",0.0333542663
"scale = 3","reward
 land",-0.4025700714
"scale = 3","reward
 resource",-0.01696879579
"scale = 3","reward labor
 and land",-0.4520127416
"scale = 3","reward labor
 and resource",0.0027635656
"scale = 3","reward land
 and resource",0.018389291
"scale = 3","reward
 all three",0.869351290373
"scale = 3","selfishness",0.00081362505
"scale = 3","generosity",0.0066999601
"scale = 3","tradition
 compliance",0.00948836674
"scale = 3","reward
 labor",0.7385580984563
"scale = 3","reward
 land",0.024851541781
"scale = 3","reward
 resource",0.15327913066
"scale = 3","reward labor
 and land",0.028280214133
"scale = 3","reward labor
 and resource",0.00560679288
"scale = 3","reward land
 and resource",0.02261560494
"scale = 3","reward
 all three",-0.990193333439
"scale = 3","selfishness",-0.0173383294
"scale = 3","generosity",0.01193652961
"scale = 3","tradition
 compliance",-0.0282422755
"scale = 3","reward
 labor",-0.0254548418
"scale = 3","reward
 land",-0.0392054144
"scale = 3","reward
 resource",-0.03369061532
"scale = 3","reward labor
 and land",-0.6993963259
"scale = 3","reward labor
 and resource",-0.1071534518
"scale = 3","reward land
 and resource",-0.0197817965
"scale = 3","reward
 all three",0.95832651858
"scale = 3","selfishness",0.006245967
"scale = 3","generosity",0.58782707594
"scale = 3","tradition
 compliance",-0.0193749422
"scale = 3","reward
 labor",-0.0431090274
"scale = 3","reward
 land",0.10271811049
"scale = 3","reward
 resource",-0.89977975213
"scale = 3","reward labor
 and land",0.0892317938
"scale = 3","reward labor
 and resource",0.1215957454
"scale = 3","reward land
 and resource",0.0069580035
"scale = 3","reward
 all three",0.0476870369
"scale = 3","selfishness",-0.08442526387
"scale = 3","generosity",0.0062683669
"scale = 3","tradition
 compliance",0.907025708207
"scale = 3","reward
 labor",-0.1932460093
"scale = 3","reward
 land",0.0019601115
"scale = 3","reward
 resource",-0.29827783502
"scale = 3","reward labor
 and land",0.0694814924
"scale = 3","reward labor
 and resource",-0.112266531386
"scale = 3","reward land
 and resource",-0.24897318637
"scale = 3","reward
 all three",-0.0475468562
"scale = 3","selfishness",-0.14629905596
"scale = 3","generosity",0.0095971551
"scale = 3","tradition
 compliance",0.02479557523
"scale = 3","reward
 labor",-0.00165110837
"scale = 3","reward
 land",-0.0002296256
"scale = 3","reward
 resource",-0.498066373643
"scale = 3","reward labor
 and land",0.03952190387
"scale = 3","reward labor
 and resource",-0.071646933563
"scale = 3","reward land
 and resource",-0.275992951865
"scale = 3","reward
 all three",0.91997141593
"scale = 3","selfishness",-0.087004219335
"scale = 3","generosity",0.389604036312
"scale = 3","tradition
 compliance",0.0009730299
"scale = 3","reward
 labor",0.0094048876
"scale = 3","reward
 land",-0.0223258888
"scale = 3","reward
 resource",0.044125128548
"scale = 3","reward labor
 and land",-0.0040870629
"scale = 3","reward labor
 and resource",0.12852641699
"scale = 3","reward land
 and resource",0.41443508992
"scale = 3","reward
 all three",-0.8736514139965
"scale = 3","selfishness",-0.051030966439
"scale = 3","generosity",-0.11468714019
"scale = 3","tradition
 compliance",-0.00164919511
"scale = 3","reward
 labor",-0.7846459811
"scale = 3","reward
 land",0.986103489204
"scale = 3","reward
 resource",-0.0260427891
"scale = 3","reward labor
 and land",-0.01242193559
"scale = 3","reward labor
 and resource",-0.0002160563
"scale = 3","reward land
 and resource",0.00571021452
"scale = 3","reward
 all three",-0.0011196459
"scale = 3","selfishness",-0.1681982137
"scale = 3","generosity",0.554569078
"scale = 3","tradition
 compliance",-0.128667234
"scale = 3","reward
 labor",0.1197788832
"scale = 3","reward
 land",0.040260148
"scale = 3","reward
 resource",-0.1173280094
"scale = 3","reward labor
 and land",-0.1320991481
"scale = 3","reward labor
 and resource",-0.014669269
"scale = 3","reward land
 and resource",-0.1279039488
"scale = 3","reward
 all three",-0.025742283
"scale = 3","selfishness",0.5534222121
"scale = 3","generosity",-0.03071149586
"scale = 3","tradition
 compliance",0.0186625
"scale = 3","reward
 labor",-0.1316578879
"scale = 3","reward
 land",-0.1296089293
"scale = 3","reward
 resource",0.023029123
"scale = 3","reward labor
 and land",0.155319447
"scale = 3","reward labor
 and resource",-0.4099456571
"scale = 3","reward land
 and resource",0.013127291
"scale = 3","reward
 all three",-0.061636599
"scale = 3","selfishness",0.120708329
"scale = 3","generosity",-0.0115058557
"scale = 3","tradition
 compliance",-0.05722545758
"scale = 3","reward
 labor",-0.26330113887
"scale = 3","reward
 land",-0.0605252407
"scale = 3","reward
 resource",-0.235122571
"scale = 3","reward labor
 and land",0.113672954
"scale = 3","reward labor
 and resource",-0.019636104
"scale = 3","reward land
 and resource",0.7004200187
"scale = 3","reward
 all three",-0.2874849392
"scale = 3","selfishness",-0.03055344674
"scale = 3","generosity",-0.047124080796
"scale = 3","tradition
 compliance",-0.008470223
"scale = 3","reward
 labor",0.98975985489
"scale = 3","reward
 land",-0.5660543541218
"scale = 3","reward
 resource",0.0034446766
"scale = 3","reward labor
 and land",-0.03686300842
"scale = 3","reward labor
 and resource",-0.0016087701
"scale = 3","reward land
 and resource",-0.280023006817
"scale = 3","reward
 all three",-0.022507643251
"scale = 3","selfishness",-0.69624940946
"scale = 3","generosity",-0.02698761842
"scale = 3","tradition
 compliance",-0.1289657191
"scale = 3","reward
 labor",0.0434750759
"scale = 3","reward
 land",-0.02958817205
"scale = 3","reward
 resource",-0.0194077206
"scale = 3","reward labor
 and land",0.94167975793
"scale = 3","reward labor
 and resource",-0.0104361974
"scale = 3","reward land
 and resource",-0.071748365
"scale = 3","reward
 all three",-0.0017716376
"scale = 3","selfishness",0.0262424275
"scale = 3","generosity",-0.00849084881
"scale = 3","tradition
 compliance",-0.12005197205
"scale = 3","reward
 labor",-0.07971455515
"scale = 3","reward
 land",0.1664586524
"scale = 3","reward
 resource",0.666349738859
"scale = 3","reward labor
 and land",-0.1782180334
"scale = 3","reward labor
 and resource",0.04492503309
"scale = 3","reward land
 and resource",0.07884288705
"scale = 3","reward
 all three",-0.5963433275
"scale = 3","selfishness",0.575417718045
"scale = 3","generosity",-0.004493494
"scale = 3","tradition
 compliance",0.316039750877
"scale = 3","reward
 labor",0.0142391744
"scale = 3","reward
 land",0.06193356467
"scale = 3","reward
 resource",-0.0203259955
"scale = 3","reward labor
 and land",-0.76690704182
"scale = 3","reward labor
 and resource",-0.14958904655
"scale = 3","reward land
 and resource",0.0148865069
"scale = 3","reward
 all three",-0.04120113607
"scale = 3","selfishness",-0.1270673208
"scale = 3","generosity",0.0854208964
"scale = 3","tradition
 compliance",-0.0477682843
"scale = 3","reward
 labor",-0.0570281433
"scale = 3","reward
 land",-0.74482565795
"scale = 3","reward
 resource",0.0878164454
"scale = 3","reward labor
 and land",0.298696703162
"scale = 3","reward labor
 and resource",0.24615870966
"scale = 3","reward land
 and resource",-0.0025776197
"scale = 3","reward
 all three",0.26117426434
"scale = 3","selfishness",0.54495182557
"scale = 3","generosity",0.39706125206
"scale = 3","tradition
 compliance",0.001588317
"scale = 3","reward
 labor",-0.32174443056
"scale = 3","reward
 land",-0.2959914516
"scale = 3","reward
 resource",-0.274498988877
"scale = 3","reward labor
 and land",-0.0417414449
"scale = 3","reward labor
 and resource",0.0012077188
"scale = 3","reward land
 and resource",-0.029318023
"scale = 3","reward
 all three",0.0184852196
"scale = 3","selfishness",-0.652800878119
"scale = 3","generosity",-0.03141219064
"scale = 3","tradition
 compliance",0.39624027908
"scale = 3","reward
 labor",-0.0256933928
"scale = 3","reward
 land",0.0040558536
"scale = 3","reward
 resource",-0.14341276956
"scale = 3","reward labor
 and land",0.567481028386
"scale = 3","reward labor
 and resource",-0.12707371996
"scale = 3","reward land
 and resource",0.02592824207
"scale = 3","reward
 all three",-0.01331244588
"scale = 3","selfishness",0.792683219572
"scale = 3","generosity",0.08792270418
"scale = 3","tradition
 compliance",-0.158009725867
"scale = 3","reward
 labor",0.00793271735
"scale = 3","reward
 land",-0.0136005064
"scale = 3","reward
 resource",0.04184805158
"scale = 3","reward labor
 and land",-0.782613412825
"scale = 3","reward labor
 and resource",0.03040881237
"scale = 3","reward land
 and resource",-0.04182722596
"scale = 3","reward
 all three",0.03525536564
"scale = 3","selfishness",0.450535679615
"scale = 3","generosity",0.10721638781
"scale = 3","tradition
 compliance",-0.55159382777
"scale = 3","reward
 labor",-0.0049667514
"scale = 3","reward
 land",-0.0005722265
"scale = 3","reward
 resource",0.382234585989
"scale = 3","reward labor
 and land",-0.18563446148
"scale = 3","reward labor
 and resource",0.02952874746
"scale = 3","reward land
 and resource",-0.24651977008
"scale = 3","reward
 all three",0.0197716501
"scale = 3","selfishness",-0.8099592969581
"scale = 3","generosity",-0.00281702193
"scale = 3","tradition
 compliance",0.3933325378275
"scale = 3","reward
 labor",0.07423239347
"scale = 3","reward
 land",-0.00140533966
"scale = 3","reward
 resource",0.0279791449
"scale = 3","reward labor
 and land",0.39654680353
"scale = 3","reward labor
 and resource",0.0054118539
"scale = 3","reward land
 and resource",0.0957787330385
"scale = 3","reward
 all three",-0.17909980327
"scale = 3","selfishness",0.397885603904
"scale = 3","generosity",0.27369612077
"scale = 3","tradition
 compliance",0.1029198374
"scale = 3","reward
 labor",-0.06218772729
"scale = 3","reward
 land",0.17722182703
"scale = 3","reward
 resource",-0.01423539515
"scale = 3","reward labor
 and land",-0.334572018508
"scale = 3","reward labor
 and resource",-0.03331798878
"scale = 3","reward land
 and resource",-0.55110513742
"scale = 3","reward
 all three",0.043694881704
"scale = 3","selfishness",0.198328830864
"scale = 3","generosity",0.25331013161
"scale = 3","tradition
 compliance",0.05109569536
"scale = 3","reward
 labor",-0.11023823794
"scale = 3","reward
 land",0.33538353348
"scale = 3","reward
 resource",0.032590659333
"scale = 3","reward labor
 and land",-0.324225485401
"scale = 3","reward labor
 and resource",-0.01950433148
"scale = 3","reward land
 and resource",-0.5422413169
"scale = 3","reward
 all three",0.125500525344
"scale = 3","selfishness",-0.16773796162
"scale = 3","generosity",-0.0042670712
"scale = 3","tradition
 compliance",0.028467083
"scale = 3","reward
 labor",-0.15198911405
"scale = 3","reward
 land",0.75183428417
"scale = 3","reward
 resource",0.180701941265
"scale = 3","reward labor
 and land",-0.0496196983
"scale = 3","reward labor
 and resource",-0.26432665984
"scale = 3","reward land
 and resource",-0.3080969585
"scale = 3","reward
 all three",-0.0149658436
"scale = 3","selfishness",0.20904128631
"scale = 3","generosity",0.00938190677
"scale = 3","tradition
 compliance",-0.00107611
"scale = 3","reward
 labor",0.02782042791
"scale = 3","reward
 land",0.65810740593
"scale = 3","reward
 resource",0.0043793907
"scale = 3","reward labor
 and land",-0.0002288172
"scale = 3","reward labor
 and resource",-0.963325185347
"scale = 3","reward land
 and resource",-0.0167299846
"scale = 3","reward
 all three",0.072629686423
"scale = 3","selfishness",0.0119232991
"scale = 3","generosity",0.51870435958
"scale = 3","tradition
 compliance",0.4222962118
"scale = 3","reward
 labor",-0.0045764897
"scale = 3","reward
 land",-0.003503122
